name,enrollment,rank,tuitionFee,link,image_urls,images,location
Williams College,2077,1,"$48,310 (2014-15)",/best-colleges/williams-college-2229,http://colleges.usnews.rankingsandreviews.com/img/college-photo_13333._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_13333._130x0.jpg', 'path': 'full/7bc25e5e19b412b9b83abab97516001e04463e03.jpg', 'checksum': 'ea4b2b2cb9f26ac1034b6cb5a7d08866'}]","Williamstown, MA"
Amherst College,1785,2,"$48,526 (2014-15)",/best-colleges/amherst-college-2115,http://colleges.usnews.rankingsandreviews.com/img/college-photo_16559._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_16559._130x0.jpg', 'path': 'full/bf00661921210c695ffc4641187f046c47747ffd.jpg', 'checksum': '1131e8497ad34a157a4ac9a412bfc80e'}]","Amherst, MA"
Swarthmore College,1534,3,"$46,060 (2014-15)",/best-colleges/swarthmore-college-3370,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4807._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4807._130x0.JPG', 'path': 'full/252700a42da403eb8de15af7021b34ad0e7568a8.jpg', 'checksum': '60cde9d5be7f3a7938324c41b38913f3'}]","Swarthmore, PA"
Wellesley College,2474,4,"$45,078 (2014-15)",/best-colleges/wellesley-college-2224,http://colleges.usnews.rankingsandreviews.com/img/college-photo_15149._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_15149._130x0.jpg', 'path': 'full/2271958283c2448d12e9e2457084c716ee45c14b.jpg', 'checksum': '36a5762de8990a1b25df4aba32a92559'}]","Wellesley, MA"
Bowdoin College,1795,5,"$46,808 (2014-15)",/best-colleges/bowdoin-college-2038,http://colleges.usnews.rankingsandreviews.com/img/college-photo_19126._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_19126._130x0.jpg', 'path': 'full/b518f7385a59e86b3a831f8d9e6d756b6e1169ba.jpg', 'checksum': 'fe2fac164c8e27576236423ee79fec95'}]","Brunswick, ME"
Pomona College,1612,5,"$45,832 (2014-15)",/best-colleges/pomona-college-1173,http://colleges.usnews.rankingsandreviews.com/img/college-photo_8857._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_8857._130x0.jpg', 'path': 'full/1e8a3a4f4f4b1470a8ec13ca77bfaba5c284e991.jpg', 'checksum': 'be8a9147b6609f1ea5c3483f3525ee45'}]","Claremont, CA"
Middlebury College,2495,7,"$46,044 (2014-15)",/best-colleges/middlebury-college-3691,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4767._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4767._130x0.jpg', 'path': 'full/0882f56a91d65edb6016ab7df559c138155658f2.jpg', 'checksum': 'f961d1bf98b82821a9cccd1ba1b5a509'}]","Middlebury, VT"
Carleton College,2045,8,"$47,736 (2014-15)",/best-colleges/carleton-college-2340,http://colleges.usnews.rankingsandreviews.com/img/college-photo_134._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_134._130x0.jpg', 'path': 'full/1d5642e1065951732075e44f68b3085fac929efd.jpg', 'checksum': 'e9d59aa28815a0d46cc41a10dfebd725'}]","Northfield, MN"
Claremont McKenna College,1316,8,"$47,395 (2014-15)",/best-colleges/claremont-mckenna-college-1170,http://colleges.usnews.rankingsandreviews.com/img/college-photo_12820._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_12820._130x0.jpg', 'path': 'full/014cdfe1ef3c974fe10adb358e5c6b03a5121303.jpg', 'checksum': '6469ccbf1b4490b3e86307dae8bf89c7'}]","Claremont, CA"
Haverford College,1187,8,"$47,214 (2014-15)",/best-colleges/haverford-college-3274,http://colleges.usnews.rankingsandreviews.com/img/college-photo_20560._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_20560._130x0.jpg', 'path': 'full/7ee0fabb75b30e4ccef2b69554fda79504664259.jpg', 'checksum': '98204189df0a9b9d5f5d8a93785fb767'}]","Haverford, PA"
Davidson College,1788,11,"$45,377 (2014-15)",/best-colleges/davidson-college-2918,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1965._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1965._130x0.jpg', 'path': 'full/6180b2832f64d5c03844cfd7e82f30b29fb549a3.jpg', 'checksum': '7844041eb5a61fc3db2551c81533e816'}]","Davidson, NC"
Vassar College,2477,11,"$49,570 (2014-15)",/best-colleges/vassar-college-2895,http://colleges.usnews.rankingsandreviews.com/img/college-photo_10729._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_10729._130x0.jpg', 'path': 'full/b53cfcee1dd424429c49c5590da0d44ab746045d.jpg', 'checksum': 'b48a8631d9f6ff8ee2c3abd3160072d5'}]","Poughkeepsie, NY"
United States Naval Academy,4526,13,In-state: $0 (2014-15) Out-state: $0 (2014-15),/best-colleges/naval-academy-2101,http://colleges.usnews.rankingsandreviews.com/img/college-photo_10378._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_10378._130x0.jpg', 'path': 'full/d24d957ccb3bd097bffd17f478c8fd582d5f8068.jpg', 'checksum': '8a7fd7be3b3a9e8ef93e45e1c6b4968d'}]","Annapolis, MD"
Washington and Lee University,1855,14,"$45,617 (2014-15)",/best-colleges/washington-and-lee-3768,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4002._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4002._130x0.jpg', 'path': 'full/f5bb5f8f40cbf736d54a17c2810335cc955f9a9e.jpg', 'checksum': 'fbc6c704dfec3b41334b462c3910f008'}]","Lexington, VA"
Colby College,1820,15,"$47,350 (2014-15)",/best-colleges/colby-college-2039,http://colleges.usnews.rankingsandreviews.com/img/college-photo_5786._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_5786._130x0.jpg', 'path': 'full/d0ded13c04260e4ac04370872c3373e0ad79eda7.jpg', 'checksum': 'b9f702952223c855f8708fa045202416'}]","Waterville, ME"
Hamilton College,1926,15,"$47,820 (2014-15)",/best-colleges/hamilton-college-2728,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2246._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2246._130x0.jpg', 'path': 'full/deede5dfb6e8889efbe8a79ab9edbc7bf76130df.jpg', 'checksum': '7c7979313a8044cc9f42ffaaf328bda7'}]","Clinton, NY"
Harvey Mudd College,807,15,"$48,594 (2014-15)",/best-colleges/harvey-mudd-college-1171,http://colleges.usnews.rankingsandreviews.com/img/college-photo_19453._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_19453._130x0.jpg', 'path': 'full/24f050c4e11e9a7f90f540d6dc28d5c072c4d000.jpg', 'checksum': 'efd017a5dff6fc3accbe6447e9aa966d'}]","Claremont, CA"
Wesleyan University,2906,15,"$47,972 (2014-15)",/best-colleges/wesleyan-university-1424,http://colleges.usnews.rankingsandreviews.com/img/college-photo_12794._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_12794._130x0.jpg', 'path': 'full/9706d27270a2ae8e92eae957f2ac9b0a3d56a9c2.jpg', 'checksum': '5a3912d6cd31d309e93ed273df41b097'}]","Middletown, CT"
Bates College,1791,19,"$47,030 (2014-15)",/best-colleges/bates-college-2036,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2669._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2669._130x0.jpg', 'path': 'full/0f90a744a044b8723d8d3d3b141af24fbd9ea6c6.jpg', 'checksum': 'c7da2bb3265b903ded6436a029d75b45'}]","Lewiston, ME"
Grinnell College,1721,19,"$45,620 (2014-15)",/best-colleges/grinnell-college-1868,http://colleges.usnews.rankingsandreviews.com/img/college-photo_11550._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_11550._130x0.jpg', 'path': 'full/c8787ea14da402beb33af486f84eb67accb56672.jpg', 'checksum': '5ff1e827e1c4fcd86f779493b131fcc1'}]","Grinnell, IA"
Smith College,2606,19,"$44,724 (2014-15)",/best-colleges/smith-college-2209,http://colleges.usnews.rankingsandreviews.com/img/college-photo_15882._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_15882._130x0.jpg', 'path': 'full/92aab1b39ef7d42ab60f69544a127df557b09f7d.jpg', 'checksum': '4debf9e6cb69bf3e08618d4768c3e74b'}]","Northampton, MA"
Colgate University,2890,22,"$48,175 (2014-15)",/best-colleges/colgate-university-2701,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4532._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4532._130x0.jpg', 'path': 'full/e3c5b1fc2ebceac33f66420fa669c9286dc64ca9.jpg', 'checksum': '8db3e4666b96cd878f563b2e5c0bcbe8'}]","Hamilton, NY"
Oberlin College,2894,23,"$48,682 (2014-15)",/best-colleges/oberlin-college-3086,http://colleges.usnews.rankingsandreviews.com/img/college-photo_100._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_100._130x0.JPG', 'path': 'full/3a9a0e7da8147716c6f5187705e22a4487dbdb48.jpg', 'checksum': '7c853aa8ee5318e4e39b51135ada2c0a'}]","Oberlin, OH"
Macalester College,2039,24,"$47,195 (2014-15)",/best-colleges/macalester-college-2358,http://colleges.usnews.rankingsandreviews.com/img/college-photo_3845._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_3845._130x0.jpg', 'path': 'full/b5fc72985c3c1f71ac9e1e304b8789e478d794dc.jpg', 'checksum': '69d588734b0af5b397dbd3adb857c2dc'}]","St. Paul, MN"
Scripps College,990,24,"$47,378 (2014-15)",/best-colleges/scripps-college-1174,http://colleges.usnews.rankingsandreviews.com/img/college-photo_17231._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_17231._130x0.jpg', 'path': 'full/b69c08775197973be37f2e21d26f2944f9b878f6.jpg', 'checksum': '1d3a3776eb2921a7b56d99e24a8e5fcd'}]","Claremont, CA"
United States Military Academy,4591,24,In-state: $0 (2014-15) Out-state: $0 (2014-15),/best-colleges/west-point-2893,http://colleges.usnews.rankingsandreviews.com/img/college-photo_5060._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_5060._130x0.jpg', 'path': 'full/99d543badf40efc8b469478a54ad06a3000ce3ae.jpg', 'checksum': '3c9cefe335c1fce2ee0018cc831348aa'}]","West Point, NY"
United States Air Force Academy,3993,27,In-state: $0 (2014-15) Out-state: $0 (2014-15),/best-colleges/air-force-academy-1369,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","USAF Academy, CO"
Bryn Mawr College,1328,27,"$45,540 (2014-15)",/best-colleges/bryn-mawr-college-3237,http://colleges.usnews.rankingsandreviews.com/img/college-photo_17441._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_17441._130x0.jpg', 'path': 'full/3e6e435b881c2056385de923f26a2a95ae78cbf3.jpg', 'checksum': '26f2a4bf33f1956c14a6c3f7739d9f51'}]","Bryn Mawr, PA"
Colorado College,2040,27,"$46,410 (2014-15)",/best-colleges/colorado-college-1347,http://colleges.usnews.rankingsandreviews.com/img/college-photo_19455._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_19455._130x0.jpg', 'path': 'full/7c890d05b28e6f2358e3aa9eb7c9957010a1e590.jpg', 'checksum': '48b449d1884e4da70e823fff98a3ccd5'}]","Colorado Springs, CO"
Kenyon College,1705,30,"$47,330 (2014-15)",/best-colleges/kenyon-college-3065,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1800._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1800._130x0.jpg', 'path': 'full/99fdabc9db2a38a35cf3a0675470e6418b70a875.jpg', 'checksum': 'e0aaf273517d1f3a0b6a1bf7d83708ba'}]","Gambier, OH"
University of Richmond,2983,30,"$46,680 (2014-15)",/best-colleges/university-of-richmond-3744,http://colleges.usnews.rankingsandreviews.com/img/college-photo_19062._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_19062._130x0.jpg', 'path': 'full/046715fdbc2d1e78dc21972c64f26ace33d0a9c6.jpg', 'checksum': '2c34fba01215d313f921effb567c6dd3'}]","Univ. of Richmond, VA"
Barnard College,2489,32,"$46,040 (2014-15)",/best-colleges/barnard-college-2708,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","New York, NY"
Bucknell University,3532,32,"$48,498 (2014-15)",/best-colleges/bucknell-university-3238,http://colleges.usnews.rankingsandreviews.com/img/college-photo_189._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_189._130x0.jpg', 'path': 'full/83f3e9c28c561fae0fedd2fa9543393722eccc3c.jpg', 'checksum': 'b4f29fd01861637240d4eef01c41df4c'}]","Lewisburg, PA"
College of the Holy Cross,2912,34,"$45,692 (2014-15)",/best-colleges/holy-cross-2141,http://colleges.usnews.rankingsandreviews.com/img/college-photo_14208._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_14208._130x0.jpg', 'path': 'full/f7c42c7c87a20b85ec9d432d830b076bf7ff44cd.jpg', 'checksum': 'da71311d1d2e201c12ea156071a30948'}]","Worcester, MA"
Lafayette College,2486,35,"$45,635 (2014-15)",/best-colleges/lafayette-college-3284,http://colleges.usnews.rankingsandreviews.com/img/college-photo_17468._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_17468._130x0.jpg', 'path': 'full/2d4a22e237a1672aed53c27ef9835e7161be204b.jpg', 'checksum': '380fdfb63cf8f73e8c8a06e42a70c325'}]","Easton, PA"
Pitzer College,1081,35,"$46,992 (2014-15)",/best-colleges/pitzer-college-1172,http://colleges.usnews.rankingsandreviews.com/img/college-photo_14562._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_14562._130x0.jpg', 'path': 'full/92742184e3308c3429227c393de3ff0e903bffc7.jpg', 'checksum': 'ad328c4c5f188664511e7a9ee3909de2'}]","Claremont, CA"
Dickinson College,2396,37,"$47,692 (2014-15)",/best-colleges/dickinson-college-3253,http://colleges.usnews.rankingsandreviews.com/img/college-photo_13942._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_13942._130x0.jpg', 'path': 'full/437aafef55aa4a37b6a1baf933d41fae15f0d8f0.jpg', 'checksum': '280a216691f2180cc778c39c78d30dd0'}]","Carlisle, PA"
Franklin and Marshall College,2297,37,"$48,514 (2014-15)",/best-colleges/franklin-and-marshall-college-3265,http://colleges.usnews.rankingsandreviews.com/img/college-photo_76._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_76._130x0.jpg', 'path': 'full/1fa19854842f989cfe33738a0e8d37df98d229cd.jpg', 'checksum': '438a36506a0be357322c7423e5eab648'}]","Lancaster, PA"
Skidmore College,2684,37,"$47,314 (2014-15)",/best-colleges/skidmore-college-2814,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1317._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1317._130x0.jpg', 'path': 'full/1b214d06c7d94efefc6237acd015d6170f98e9e0.jpg', 'checksum': 'e827975f6c9167a4d425e150bc86835f'}]","Saratoga Springs, NY"
Whitman College,1541,37,"$44,800 (2014-15)",/best-colleges/whitman-college-3803,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2032._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2032._130x0.jpg', 'path': 'full/598fc862da85b9504f0992b79e55b69b0a4d520c.jpg', 'checksum': 'd717a37d5ba1ae5abf62f4f4561112e6'}]","Walla Walla, WA"
Mount Holyoke College,2183,41,"$42,656 (2014-15)",/best-colleges/mount-holyoke-college-2192,http://colleges.usnews.rankingsandreviews.com/img/college-photo_21501._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_21501._130x0.jpg', 'path': 'full/55bdcc4891216f1e5a79f6b73d86e257a29412c5.jpg', 'checksum': '504ed4f850598f048eee8d118a34b9a3'}]","South Hadley, MA"
Soka University of America,412,41,"$30,214 (2014-15)",/best-colleges/soka-university-of-america-38144,http://colleges.usnews.rankingsandreviews.com/img/college-photo_13364._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_13364._130x0.jpg', 'path': 'full/225773a8553802fb5ff5c2a381f5bd900c0bdb41.jpg', 'checksum': '5f97f0bba3c83706352e061cd93da686'}]","Aliso Viejo, CA"
Union College,2246,41,"$48,384 (2014-15)",/best-colleges/union-college-new-york-2889,http://colleges.usnews.rankingsandreviews.com/img/college-photo_21560._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_21560._130x0.jpg', 'path': 'full/1a04f69dac353f2d91dc08ed55d8abe536d76848.jpg', 'checksum': '3805504dbfa0b9137a8c3e97bcf9d271'}]","Schenectady, NY"
Occidental College,2128,44,"$47,522 (2014-15)",/best-colleges/occidental-college-1249,http://colleges.usnews.rankingsandreviews.com/img/college-photo_3291._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_3291._130x0.jpg', 'path': 'full/25df228c06001c3a3863a5a18a34e33c759599dd.jpg', 'checksum': 'eadb5956e10ad6c4241c43942eb68181'}]","Los Angeles, CA"
Bard College,2022,45,"$48,240 (2014-15)",/best-colleges/bard-college-2671,http://colleges.usnews.rankingsandreviews.com/img/college-photo_8770._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_8770._130x0.jpg', 'path': 'full/d1c615304b3beb85af1260ac10560b9dedfa6593.jpg', 'checksum': '152497f22cdf6a98464fa25b5d8bab06'}]","Annandale on Hudson, NY"
Centre College,1381,45,"$37,100 (2014-15)",/best-colleges/centre-college-1961,http://colleges.usnews.rankingsandreviews.com/img/college-photo_15579._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_15579._130x0.jpg', 'path': 'full/51652cf4826bc4b2ce21b17103c9ee1b2b951131.jpg', 'checksum': '8363c379535c7c81925e0245e486c477'}]","Danville, KY"
Connecticut College,1915,45,"$47,740 (2014-15)",/best-colleges/connecticut-college-1379,http://colleges.usnews.rankingsandreviews.com/img/college-photo_22790._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_22790._130x0.jpg', 'path': 'full/a659232130acd80fbb79ce01f8782c38de11106b.jpg', 'checksum': '97aedd36805ed6f2afb2f10fc460ee5d'}]","New London, CT"
Sewanee--University of the South,1620,45,"$37,100 (2014-15)",/best-colleges/sewanee-3534,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4368._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4368._130x0.jpg', 'path': 'full/a4dce3c957085f05231c389d86ceba1d264e1906.jpg', 'checksum': '98facb0ab4a70cc7435123654adf270f'}]","Sewanee, TN"
Trinity College,2331,45,"$49,056 (2014-15)",/best-colleges/trinity-college-1414,http://colleges.usnews.rankingsandreviews.com/img/college-photo_23697._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_23697._130x0.jpg', 'path': 'full/b6fa18ed6bdaede362d8b8f347bbe9cf66a1049e.jpg', 'checksum': 'f619feb9217dc2945de072e630f34f7c'}]","Hartford, CT"
Gettysburg College,2533,50,"$47,480 (2014-15)",/best-colleges/gettysburg-college-3268,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4439._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4439._130x0.JPG', 'path': 'full/42c112e4c4c116a677446a9e34a46e727f828674.jpg', 'checksum': 'ec18cf10e4aba52e008a67cb8f43724e'}]","Gettysburg, PA"
Denison University,2274,51,"$45,670 (2014-15)",/best-colleges/denison-university-3042,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4143._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4143._130x0.jpg', 'path': 'full/5270639532746d86a328e583394cb8fc8db39ab7.jpg', 'checksum': '322bc0563ec405f8febe5e5186e2c3ec'}]","Granville, OH"
DePauw University,2304,51,"$42,746 (2014-15)",/best-colleges/depauw-university-1792,http://colleges.usnews.rankingsandreviews.com/img/college-photo_303._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_303._130x0.jpg', 'path': 'full/1bb5ecb472172bf3fd01d933e086fd639c797d85.jpg', 'checksum': '96643d77f652ff83ddc0214f404bc8cb'}]","Greencastle, IN"
Furman University,2798,51,"$44,668 (2014-15)",/best-colleges/furman-university-3434,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1977._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1977._130x0.jpg', 'path': 'full/ea17947b33ded28dcfb77f921e9f3268cb7cf114.jpg', 'checksum': '817cc75d8a703942cb589046110773b4'}]","Greenville, SC"
Rhodes College,2027,54,"$41,572 (2014-15)",/best-colleges/rhodes-college-3519,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2562._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2562._130x0.jpg', 'path': 'full/810c1fc99cb9b03cbcccd963e29144da6390ad8b.jpg', 'checksum': '61464bfc5a86d8e7a14b10b87ad010c4'}]","Memphis, TN"
St. Olaf College,3125,54,"$41,700 (2014-15)",/best-colleges/st-olaf-college-2382,http://colleges.usnews.rankingsandreviews.com/img/college-photo_5194._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_5194._130x0.jpg', 'path': 'full/4081e880bea606a6a42a73638d32d474cd4e8b6e.jpg', 'checksum': '65c50e53f98941432ed56f2dede3b3a6'}]","Northfield, MN"
St. John's College,443,56,"$47,826 (2014-15)",/best-colleges/st-johns-college-maryland-2092,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Annapolis, MD"
